Name,Address,Phone,Rating,AvgCost,Popular Dishes,Location,Pizza,Fast Food,Pasta,Beverages,Desserts,Rolls,North Indian,Chinese,Momos,Street Food,Biryani,South Indian,Mithai,Wraps,Burger,Bakery,Tea,Sandwich,Mughlai,Kebab,Hyderabadi,Healthy Food,Salad,Coffee,Lucknowi,Sichuan,Continental,American,Tibetan,Maharashtrian,Andhra,Cafe,Asian,Shake,Italian,Seafood,Kerala,Ice Cream,Mexican,Juices,cuisine_tag_count,good service,Dine-in,hygiene,delivery,good food,Ambiance,Value For Money,packaging,healthy,review_tags_count,cluster_description,clusters
Grover Sweets,"Shop 2&3, J1/162, Rajouri Garden, New Delhi",919560009462,4.1,100,None,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Rating and Low Cost,1
Haldiram's,"C-4, Ground Floor, Rajouri Garden, New Delhi",918588027416,3.9,450,None,West Delhi,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
Domino's Pizza,"J-2/20, Ground Floor, BK Dutta Market, Rajouri Garden, New Delhi",911141446835,4.2,400,Cheese Burst|Stuffed Garlic Bread|Pizzas|Corn|,West Delhi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,High Rating and Medium Cost,0
Taco Bell,"Shop 2F/10, Second Floor, Pacific Mall, Najafgarh Road, Tagore Garden, New Delhi",919289072094,4.0,500,None,West Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,Low Rating and Medium Cost,5
Janki Vaishno Dhaba,"WZ 712, Shop 2, Tihar Village, Jail Road, New Delhi",919958697534,4.1,400,Vegetable Chowmein|Tawa Chaap|Shahi Paneer|Dal Makhni|,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Pizza Hut,"J-12/3, Rajouri Garden, New Delhi",911142316685,3.6,800,Tandoor Paneer Pizza|Choco Truffle Cake|Cheesy Garlic Bread|Pizzas|,West Delhi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,Low Rating and High Cost,2
Godavari Bakers,"A4-C/A, Near Mota Singh School, Janakpuri, New Delhi",919910488548,4.0,100,Grilled Cheese Burger|Paneer Puff|Paneer Patty|Aloo Patty|Chocolate Truffle Pastry|,West Delhi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,Low Rating and Low Cost,3
Prem Di Hatti,"J-1/162, Opposite City Square Mall, Rajouri Garden, New Delhi",919311666006,4.1,200,Chur Chur Naan Thali|Chola Bhatura|Lassi|Rajma Rice|Rajma Chawal|Soya Chaap|,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,High Rating and Low Cost,1
The Burger Club,"Z 9, Opposite Metro Pillar 420, Rajouri Garden, New Delhi",911135714287,4.2,0,New Zealand style burger|,West Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,High Rating and Low Cost,1
Apna Dhaba & Caterers,"Street 2, BE 335, Hari Nagar, Mayapuri Phase 2, New Delhi",911125122134,4.0,300,Rajma Chawal|Naan|Thali|Chaap|,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,Low Rating and Medium Cost,5
Anjlika,"6/78, Ajmal Khan Road, Karol Bagh, New Delhi",911145609610,4.0,100,Pastries|Cookies|Cakes|Sandwiches|Snacks|Cold Coffee|,West Delhi,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,Low Rating and Low Cost,3
Standard Snacks & Restaurant,"B-10/12, Raja Garden Chowk, Raja Garden, New Delhi",911165451541,4.2,450,Paneer Pakora|Lassi|Sweets|Chole Bhature|Snacks|,West Delhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,High Rating and Medium Cost,0
McDonald's,"Phase 1, Industrial Area, Near PVR Mulltiplex, Naraina, New Delhi",917838592520,4.2,400,Classic Burgers and Fries|,West Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,High Rating and Medium Cost,0
Roshan Di Kulfi,"2816, Block 34P, Ajmal Khan Road, Karol Bagh, New Delhi",911128724230,4.0,0,Street food and Kulfis|,West Delhi,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,Low Rating and Low Cost,3
La Pino'z Pizza,"J 13/47, Rajouri Garden, New Delhi",918384051464,4.1,500,Cheese Burst Crust|Cheesy Garlic Bread|Panneer Butter Masala|Choco Lava Cake|Margherita Pizza|Veg Pizza|,West Delhi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,High Rating and Medium Cost,0
Aggarwal Sweets,"Community Center, Near PVR Cinema, Naraina, New Delhi",919213480759,3.8,100,None,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Aalam Chicken Corner,"BE 324, Street 4, Hari Nagar, Mayapuri Phase 2, New Delhi",919873241190,4.2,150,Changezi Chicken|Chicken Korma|Chicken Curry|Butter Chicken|,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,High Rating and Low Cost,1
Punjabi Angithi,"32-22, A 4, DDA Market, Paschim Vihar, New Delhi",918470099099,4.1,500,Bhuna Chaap Masala|Paneer Tikka Tandoori|Tawa Tikka Masala|Paneer Kurkure|Handi Paneer|Butter Garlic Noodles|,West Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Berco's - If You Love Chinese,"S 26, Janta Market, Rajouri Garden, New Delhi",911143087333,4.0,900,Salt Pepper Chicken|Thai Crispy|Crispy Honey Chilli Potato|Juicy Chicken Drumsticks|Chicken Momo|Pad Thai Noodles|,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,High Rating and High Cost,4
Food Of Dreams,"A 4, 38, DDA Market, Paschim Vihar, New Delhi",918860068404,4.1,250,Kurkure Momo|Panneer Butter Masala|Chilli Paneer Dry|Tandoori Platter|Honey Chilli Potatoes|Daal Makhni|,West Delhi,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,High Rating and Medium Cost,0
Dawat E King,"House A/44, Shop 4A, Ground Floor, Near Rajouri Garden, New Delhi",919911441046,3.8,200,None,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Kashi Ram Chole Kulche Wala,"E 195, Naraina Vihar, Naraina, New Delhi",917011128130,4.2,200,None,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,High Rating and Low Cost,1
24 Seven Tawa & Tandoor,"D-25, Ist Floor, Chankya Place, Uttam Nagar, Sector 2, Dwarka, New Delhi",919313550126,3.7,250,Soya Chaap Masala|Panneer Butter Masala|Handi Chicken|Chilli Potatoes|Chicken Curry|Roti|,West Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,Low Rating and Low Cost,3
Dhaba Food,"129, MPL Plcae Circus, Near Super Bazar, Connaught Place, New Delhi",919971559206,4.4,100,Chole Rice|Rajma Chawal|Papad|Lassi|Chole Bhature|,Central Delhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,High Rating and Low Cost,1
Radhey Shyam Subhash Kumar Special Chole Bhature,"Shop 7, Amrit Kaur Market, Opposite New Delhi Railway Station, Paharganj, New Delhi",919811103164,4.3,100,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,High Rating and Low Cost,1
Domino's Pizza,"M 42, Connaught Place, New Delhi",911146564906,4.1,400,Veg Extravaganza Pizza|Deluxe Veggie Pizza|Veggie Paradise|Calzone Pockets|Stuffed Garlic Bread|Farmhouse Pizza|,Central Delhi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,High Rating and Medium Cost,0
Bikkgane Biryani,"P-2/90, Opposite PVR Rivoli, Connaught Place, New Delhi",918929240883,4.0,0,Extensive range of Hyderabadi biryanis and array of tikkas|kebabs|and curries to choose from|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,Low Rating and Low Cost,3
Bangla Foods,"111-113, Bangla Sahib Marg, Gole Market, New Delhi",911123361246,4.1,300,Honey Chilli Potatoes|Noodle|Pastries|Pav Bhaji|Chole Bhature|Dosa|,Central Delhi,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,High Rating and Medium Cost,0
La Pino'z Pizza,"Shop 2, Old Rajinder Nagar Market, Karol Bagh, New Delhi",919312259224,3.9,500,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
Punjabi Angithi,"Shop 27, Ground Floor, DDA Market, CSC Satyawati Colony, Ashok Vihar Phase 3, New Delhi",919667790777,4.1,200,Palak Kofta|Tawa Chaap Masala|Tandoori Chaap|Veg Hakka Noodles|Paneer Tikka Masala|Paneer Lababdaar|,Central Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,High Rating and Low Cost,1
Nathu's Pastry Shop,"12 & 13, Bengali Market, Mandi House, New Delhi",919654892255,4.0,400,Veg Puff|Chicken Patties|Eclair|Croissant|Pastries|Cookies|,Central Delhi,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,Low Rating and Medium Cost,5
Saravana Bhavan,"50, Atul Grove Road, Janpath, New Delhi",911123317755,4.3,600,None,Central Delhi,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High Rating and Medium Cost,0
Shudh Annapurna,"T2506, Elahi Baksh Road, Near Faiz Road, Karol Bagh, New Delhi",911143643436,4.1,100,Vegetable Chowmein|Fruit Cream|Lacha Paratha|Special Thali|Shahi Paneer|Dal Makhni|,Central Delhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,High Rating and Low Cost,1
Nazeer Foods,"M-42, Connaught Place, New Delhi",919899241401,3.9,600,None,Central Delhi,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,High Rating and High Cost,4
Biryani By Kilo,"N 79, 1st Floor, Pratap Building, N Block, Connaught Circle, Near Connaught Place, New Delhi",919555212212,4.1,800,Matka Phirni|Mutton Hyderabadi Biryani|Non Veg Biryani|Kolkata Chicken Biryani|Chicken Ghee Roast|Firni|,Central Delhi,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,High Rating and High Cost,4
Jain Chawal Wale,"P 1/90, Connaught Circus, Connaught Place, New Delhi",919911177118,4.0,450,Shahi Paneer Chawal|Salted Lassi|Soya Masala|Kadhi Chawal|Kadi Rice|Tawa Paratha|,Central Delhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
The Dhaba Junction,"14 A/22 Ground Floor, WEA, Karol Bagh, New Delhi",911140349119,3.5,600,None,Central Delhi,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Low Rating and High Cost,2
Aashirwad Restaurant,"B-31/125, Gali 4, Mangal Bazar Road, Guru Nanak Pura, Laxmi Nagar, New Delhi",919821901135,3.8,150,None,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Behrouz Biryani,"Shop 30, Gandhi Market, Minto Road, Connaught Place, New Delhi",917700050050,4.0,500,Paneer Subz Biryani|Bhuna Chicken|Gulab Jamun|Mutton|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Low Rating and Medium Cost,5
Starbucks Coffee,"A-1, Hamilton House, Inner Circle, Connaught Place, New Delhi",919311592951,3.9,800,Caramel Frappucino|Iced Vanilla Latte|Vanilla Frappe|Java Chip Frappuccino|Caramel Macchiato|Wonderful Coffee|,Central Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High Rating and High Cost,4
Bikanervala,"1st Floor, Rajiv Gandhi Handicraft Bhavan, Baba Kharak Singh Marg, Connaught Place, New Delhi",919717744986,3.8,500,Raj Kachori|Deluxe Thali|Rasmalai|Noodle|Pav Bhaji|Chole|,Central Delhi,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Low Rating and Medium Cost,5
Nizam's Kathi Kabab,"Shop 7 & 8, Corner Market, Malviya Nagar, New Delhi",911141082600,4.3,500,Double Chicken Double Egg Roll|Keema Roll|Kathi Rolls|Kabab|Mutton Biryani|Chutney|,Central Delhi,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,High Rating and Medium Cost,0
Subway,"P 3/90, Baba Kharak Singh Marg, Opposite Rivoli Cinema, Connaught Place, New Delhi",919311994106,4.0,400,Customizable submarine sandwiches and salads|,Central Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,Low Rating and Medium Cost,5
